"","Year Month","Hour","Victimisations","Territorial Authority","Area Unit","Crimes type","ANZSOC Division","ANZSOC Group"
"8231","1/08/15",16,1,"Christchurch City.","Redwood North.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8232","1/08/15",16,1,"Christchurch City.","Sawyers Arms.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8233","1/08/15",16,1,"Selwyn District.","Taitapu.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8234","1/08/15",17,2,"Christchurch City.","St Martins.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8235","1/06/15",99,2,"Christchurch City.","Wigram.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8236","1/06/15",99,1,"Christchurch City.","Wigram.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8237","1/06/15",99,1,"Christchurch City.","Bryndwr.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8238","1/06/15",99,1,"Christchurch City.","Fendalton.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8239","1/07/15",20,1,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8240","1/07/15",20,1,"Christchurch City.","Templeton.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8241","1/07/15",21,1,"Christchurch City.","St Albans West.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8242","1/07/15",23,1,"Christchurch City.","Waimairi Beach.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8243","1/04/15",99,1,"Christchurch City.","Phillipstown.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8244","1/04/15",99,1,"Christchurch City.","Phillipstown.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8245","1/04/15",99,1,"Christchurch City.","Travis.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8246","1/04/15",99,1,"Christchurch City.","Travis.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8247","1/07/15",12,1,"Christchurch City.","Rutland.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8248","1/07/15",13,2,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8249","1/07/15",14,1,"Christchurch City.","Hillmorton.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8250","1/07/15",14,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8251","1/05/15",99,1,"Selwyn District.","Selwyn-Rakaia.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8252","1/05/15",99,1,"Christchurch City.","Lyttelton.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8253","1/05/15",99,1,"Christchurch City.","Yaldhurst.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8254","1/05/15",99,1,"Christchurch City.","Governors Bay.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8255","1/06/15",99,1,"Christchurch City.","Ilam.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8256","1/06/15",99,1,"Christchurch City.","Styx.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8257","1/06/15",99,1,"Waimakariri District.","Ashley.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8258","1/06/15",99,1,"Waimakariri District.","Mansfield.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8259","1/06/15",99,1,"Waimakariri District.","Courtenay.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8260","1/02/15",21,1,"Christchurch City.","Styx Mill.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8261","1/02/15",22,1,"Christchurch City.","Linwood.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8262","1/02/15",4,1,"Christchurch City.","North Beach.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8263","1/02/15",9,1,"Christchurch City.","Sydenham.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8264","1/04/15",99,1,"Waimakariri District.","Southbrook.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8265","1/04/15",99,1,"Waimakariri District.","Pegasus.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8266","1/04/15",99,1,"Selwyn District.","Lincoln.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8267","1/04/15",99,1,"Timaru District.","Gleniti.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8268","1/04/15",99,1,"Christchurch City.","Styx.","property crimes","Theft and Related Offences","Theft From a Person (Excluding By Force)"
"8269","1/05/15",20,1,"Timaru District.","Seaview.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"8270","1/05/15",23,1,"Waimate District.","Waimate.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"8271","1/05/15",1,1,"Timaru District.","Seaview.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"8272","1/05/15",0,1,"Timaru District.","Seaview.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"8273","1/05/15",1,1,"Christchurch City.","Cathedral Square.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"8274","1/08/15",17,1,"Christchurch City.","Sockburn.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8275","1/08/15",19,1,"Christchurch City.","Islington.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8276","1/08/15",20,1,"Kaikoura District.","Kaikoura Township.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8277","1/08/15",5,1,"Christchurch City.","Belfast.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8278","1/03/15",99,1,"Christchurch City.","Linwood North.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8279","1/03/15",99,1,"Christchurch City.","Rawhiti.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8280","1/03/15",99,1,"Christchurch City.","Woolston West.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8281","1/03/15",99,1,"Christchurch City.","Woolston West.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8282","1/04/15",99,1,"Christchurch City.","Wainoni.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8283","1/04/15",99,1,"Christchurch City.","Waimairi Beach.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8284","1/04/15",99,1,"Christchurch City.","Linwood East.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8285","1/04/15",99,1,"Christchurch City.","Ferrymead.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8286","1/05/15",99,1,"Selwyn District.","Trents-Ladbrooks.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8287","1/05/15",99,2,"Selwyn District.","Lincoln.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8288","1/05/15",99,1,"Selwyn District.","Rolleston North West.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8289","1/05/15",99,1,"Selwyn District.","West Melton.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8290","1/05/15",99,1,"Selwyn District.","Malvern.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8291","1/07/15",99,1,"Christchurch City.","Aranui.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8292","1/07/15",99,1,"Waimakariri District.","Waikuku.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8293","1/07/15",13,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"8294","1/07/15",16,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"8295","1/04/15",12,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8296","1/04/15",12,1,"Christchurch City.","Styx Mill.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8297","1/04/15",14,1,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8298","1/04/15",15,1,"Christchurch City.","Yaldhurst.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8299","1/05/15",99,1,"Christchurch City.","Linwood.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8300","1/05/15",99,1,"Christchurch City.","Linwood.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8301","1/05/15",99,1,"Christchurch City.","Linwood.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8302","1/05/15",99,1,"Christchurch City.","Avondale.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8303","1/08/15",9,2,"Christchurch City.","Addington.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8304","1/08/15",9,1,"Kaikoura District.","Kaikoura Township.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8305","1/08/15",15,2,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft From a Person (Excluding By Force)"
"8306","1/08/15",0,1,"Christchurch City.","Addington.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"8307","1/07/15",21,1,"Christchurch City.","Bishopdale North.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"8308","1/07/15",12,1,"Christchurch City.","Upper Riccarton.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8309","1/07/15",16,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8310","1/07/15",21,1,"Christchurch City.","Highfield Park.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8311","1/05/15",20,1,"Christchurch City.","St Albans East.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"8312","1/05/15",2,1,"Timaru District.","Seaview.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"8313","1/05/15",14,3,"Selwyn District.","West Melton.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"8314","1/05/15",15,1,"Christchurch City.","Hornby North.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"8315","1/05/15",99,1,"Christchurch City.","Bryndwr.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"8316","1/03/15",99,1,"Christchurch City.","Ferrymead.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8317","1/03/15",99,1,"Christchurch City.","Avonside.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8318","1/03/15",99,1,"Christchurch City.","Edgeware.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8319","1/03/15",99,1,"Christchurch City.","Travis Wetland.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"8320","1/07/15",99,1,"Hurunui District.","Leithfield.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"8321","1/07/15",14,1,"Christchurch City.","Addington.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"8322","1/07/15",17,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"8323","1/07/15",20,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"8324","1/02/15",99,1,"Christchurch City.","Casebrook.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"8325","1/02/15",99,1,"Christchurch City.","Fendalton.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
